user_id,movie_id,rating
30,tt9637132,4.0
30,tt7721800,2.0
30,tt10350922,2.0
30,tt22932536,2.0
30,tt10230414,3.0
30,tt0133024,2.0
31,tt17511156,3.0
31,tt0151150,2.0
31,tt13130532,5.0
31,tt0049041,4.0
31,tt0488906,3.0
31,tt28364203,5.0
31,tt20872920,3.0
32,tt4399594,1.0
32,tt0109117,2.0
32,tt9248952,5.0
32,tt8869978,1.0
32,tt2424988,3.0
32,tt0807758,2.0
32,tt0319020,3.0
33,tt5235880,2.0
33,tt0114234,3.0
33,tt21848358,4.0
33,tt5705876,4.0
33,tt0451850,5.0
33,tt0164550,4.0
34,tt8960382,3.0
34,tt2181931,5.0
34,tt13989310,3.0
34,tt13491678,1.0
34,tt5165344,2.0
35,tt0464160,5.0
35,tt2309987,1.0
35,tt1572311,3.0
35,tt8055888,2.0
35,tt0150992,3.0
35,tt7886848,2.0
36,tt0375611,3.0
36,tt1385824,4.0
36,tt0439662,4.0
36,tt22743064,3.0
36,tt27425164,4.0
36,tt0382383,3.0
37,tt0111068,3.0
37,tt1084972,4.0
37,tt9172840,2.0
37,tt1620933,2.0
37,tt9098938,2.0
37,tt11680920,3.0
37,tt10739666,2.0
38,tt9052960,3.0
38,tt6923462,2.0
38,tt0347332,5.0
38,tt10443846,4.0
38,tt0323013,3.0
38,tt7725596,5.0
38,tt1836987,3.0
39,tt10062614,1.0
39,tt13795296,2.0
39,tt0099652,5.0
39,tt4864932,1.0
39,tt2979920,3.0
39,tt1891884,2.0
39,tt7469726,3.0
40,tt0456144,2.0
40,tt8908002,3.0
40,tt1916728,4.0
40,tt8108274,4.0
40,tt18250130,5.0
40,tt11651796,4.0
40,tt5120640,3.0
40,tt16139054,5.0
41,tt13381376,3.0
41,tt7218518,1.0
41,tt15341044,2.0
41,tt5662932,5.0
41,tt1433810,1.0
41,tt0085178,3.0
42,tt8948790,2.0
42,tt9420648,3.0
42,tt0499375,2.0
42,tt28494851,3.0
42,tt0444781,4.0
42,tt13143988,4.0
43,tt13793230,3.0
43,tt2226666,4.0
43,tt23804378,3.0
43,tt0991346,3.0
43,tt6531196,4.0
43,tt1841542,2.0
44,tt16915334,2.0
44,tt1667838,2.0
44,tt0315642,3.0
44,tt1146325,2.0
44,tt2556308,3.0
44,tt10534500,2.0
45,tt7529298,5.0
45,tt13534808,4.0
45,tt0246729,3.0
45,tt8361196,5.0
45,tt5325684,3.0
45,tt3410408,1.0
45,tt0845448,2.0
46,tt4430136,5.0
46,tt0233422,1.0
46,tt0346723,3.0
46,tt5255710,2.0
46,tt0448206,3.0
46,tt1395025,2.0
46,tt4387040,3.0
47,tt5456546,4.0
47,tt28290264,4.0
47,tt0356982,5.0
47,tt2077833,4.0
47,tt13912632,3.0
47,tt15416100,5.0
47,tt6964940,3.0
48,tt0405266,1.0
48,tt0405507,2.0
48,tt0272736,5.0
48,tt5632164,1.0
48,tt4874298,3.0
48,tt17425020,2.0
49,tt7363104,3.0
49,tt3859980,2.0
49,tt9766332,3.0
49,tt1708453,4.0
49,tt0098999,4.0
49,tt0120540,3.0
49,tt9614460,4.0
50,tt1499201,3.0
50,tt1734110,3.0
50,tt4699202,4.0
50,tt11948256,2.0
50,tt2385104,2.0
50,tt13022984,2.0
51,tt0093578,3.0
51,tt8130904,2.0
51,tt7180544,3.0
51,tt0052954,2.0
51,tt0093949,5.0
51,tt2302416,4.0
52,tt0419058,3.0
52,tt21998526,5.0
52,tt5764096,3.0
52,tt1301698,1.0
52,tt10023024,2.0
52,tt11199356,5.0
53,tt10243678,1.0
53,tt11142762,3.0
53,tt1949548,2.0
53,tt2072227,3.0
53,tt6170954,2.0
53,tt3696192,3.0
53,tt11095208,4.0
53,tt2417560,4.0
54,tt0222024,5.0
54,tt0082797,4.0
54,tt5465370,3.0
54,tt8108200,5.0
54,tt1049405,3.0
54,tt6264938,1.0
54,tt0085743,2.0
55,tt12045028,5.0
55,tt4334260,1.0
55,tt2301155,3.0
55,tt1918965,2.0
55,tt0886539,3.0
55,tt0234000,2.0
55,tt1433905,3.0
56,tt1610452,4.0
56,tt6514196,4.0
56,tt5686868,3.0
56,tt0307873,4.0
56,tt0291376,3.0
56,tt1017456,3.0
56,tt28152747,4.0
56,tt0466460,2.0
57,tt21398196,2.0
57,tt1562859,2.0
57,tt6972140,3.0
57,tt0077451,2.0
57,tt4906960,3.0
57,tt19838608,2.0
57,tt1714866,5.0
58,tt3337550,4.0
58,tt9511468,3.0
58,tt0200087,5.0
58,tt2978626,3.0
58,tt22036406,1.0
58,tt10309902,2.0
59,tt13825336,5.0
59,tt7881550,1.0
59,tt0430328,3.0
59,tt1573072,2.0
59,tt5668770,3.0
59,tt13623916,2.0
60,tt3823392,3.0
60,tt4865436,4.0
60,tt8907974,4.0
60,tt10483386,5.0
60,tt0119861,4.0
60,tt0294662,3.0
60,tt6354784,5.0
61,tt11364772,3.0
61,tt15121860,1.0
61,tt0811066,2.0
61,tt15614274,5.0
61,tt12740760,1.0
61,tt11102262,3.0
61,tt2797242,2.0
62,tt23472806,3.0
62,tt9348296,2.0
62,tt10895556,3.0
62,tt0173080,4.0
62,tt8108268,4.0
63,tt7618184,3.0
63,tt2112131,4.0
63,tt8550208,3.0
63,tt17592606,3.0
63,tt1202540,4.0
63,tt1890363,2.0
63,tt28782545,2.0
63,tt27539086,2.0
64,tt5316648,3.0
64,tt1275863,2.0
64,tt0250415,3.0
64,tt3614516,2.0
64,tt23864864,5.0
64,tt20840000,4.0
64,tt3554418,3.0
64,tt10699086,5.0
65,tt0118751,3.0
65,tt6588966,1.0
65,tt4909752,2.0
65,tt11046300,5.0
65,tt0083578,1.0
66,tt0110546,3.0
66,tt23475174,2.0
66,tt3679060,3.0
66,tt11433822,2.0
67,tt0477253,3.0
67,tt1092005,4.0
67,tt6102396,4.0
67,tt0488836,5.0
67,tt19394258,4.0
67,tt0100095,3.0
68,tt3717068,5.0
68,tt8983164,3.0
68,tt9648672,1.0
68,tt8983228,2.0
68,tt8733898,5.0
69,tt10152736,1.0
69,tt0216817,3.0
69,tt7027278,2.0
69,tt1291465,3.0
69,tt9248972,2.0
70,tt19864958,3.0
70,tt1532957,4.0
70,tt0116950,4.0
70,tt9537274,3.0
70,tt8176040,4.0
70,tt0227194,3.0
71,tt3019620,3.0
71,tt2198235,4.0
71,tt2621000,2.0
71,tt0415908,2.0
71,tt0110076,2.0
72,tt6143422,3.0
72,tt6926486,2.0
72,tt0477252,3.0
72,tt0220757,2.0
72,tt4354740,5.0
72,tt10230422,4.0
73,tt16867258,3.0
73,tt3802576,5.0
73,tt0337971,3.0
73,tt5713232,1.0
73,tt0068257,2.0
73,tt1736552,5.0
74,tt0054098,1.0
74,tt5613834,3.0
74,tt1230165,2.0
74,tt12882620,3.0
74,tt2929690,2.0
74,tt28635101,3.0
75,tt26229612,4.0
75,tt0136352,4.0
75,tt0114726,5.0
75,tt10964430,4.0
75,tt1918886,3.0
76,tt22311492,5.0
76,tt10333912,3.0
76,tt5743656,1.0
76,tt8581230,2.0
76,tt2658126,5.0
76,tt0107311,1.0
77,tt1120897,3.0
77,tt0454431,2.0
77,tt9176296,3.0
77,tt6277440,2.0
78,tt13562940,3.0
78,tt0105866,4.0
78,tt18568902,4.0
78,tt11045422,3.0
78,tt2576450,4.0
79,tt8484942,3.0
79,tt0045693,3.0
79,tt1241195,4.0
79,tt0173102,2.0
79,tt20807330,2.0
80,tt8108196,2.0
80,tt0070637,3.0
80,tt2166214,2.0
80,tt10919304,3.0
80,tt15238986,2.0
81,tt7329858,5.0
81,tt1720254,4.0
81,tt7322988,3.0
81,tt2222550,5.0
81,tt1728986,3.0
82,tt1244093,1.0
82,tt13859494,2.0
82,tt0308347,5.0
82,tt0211634,1.0
82,tt0139525,3.0
83,tt3645014,2.0
83,tt0273406,3.0
83,tt6978954,2.0
83,tt2027138,3.0
83,tt1434447,4.0
83,tt22191704,4.0
84,tt1629391,5.0
84,tt24964506,3.0
84,tt0109206,1.0
84,tt10869778,2.0
84,tt1223922,5.0
85,tt0383975,1.0
85,tt0348656,2.0
85,tt1627924,4.0
85,tt0248012,5.0
6,tt5197544,4.0
9,tt1187043,4.0
8,tt7430722,4.0
5,tt7430722,4.0
9,tt7430722,4.0
-32,tt7430722,4.0
32,tt7430722,4.0
33,tt5312232,4.0
5,tt1187043,4.0
98,tt5311546,5.0
8,tt0249371,4.0
1,tt8239946,4.0
2,tt18266472,4.0
2,tt18266472,4.0
